jobid	jobtitle	phone	joblevel	deptid	reportto	jobtype
91109	Manager / Senior Consultant	68741744	7	91097	91098	NP
91110	Practice Leader/Principal Consultant/Faculty Member	68741811	8	91097	91098	NP
91111	Assistant Director/Senior Consultant	68741742	6	91097	91098	NP
91112	Senior Manager / Senior Consultant	68741872	7	91097	91098	NP
91114	Practice Leader/Principal Consultant/Faculty Member	68742069	6	91113	91151	NP
91115	Senior Consultant	68742011	8	91113	91114	NP
91116	Consultant	68741794	6	91113	91114	NP
91117	Manager	68741745	6	91113	91114	NP
91118	Lead Consultant	68741807	6	91113	91114	NP
91119	Principal Consultant	\N	6	91113	91114	NP
91120	Senior Manager/Lead Consultant	68745637	7	91113	91114	NP
91121	Senior Consultant	68741727	6	91113	91114	NP
91122	Senior Principal Consultant	68742069	6	91113	91114	NP
91123	Senior Manager/Senior Consultant	68745600	7	91113	91114	NP
91124	Principal Researcher	68741779	7	91113	91114	NP
91126	Senior Manager/ Senior Researcher	68741870	6	91125	91151	NP
91127	Senior Researcher	68740611	5	91125	91126	NP
91128	Researcher	68740622	6	91125	91126	NP
91129	Director (Leadership Development)	68745635	6	91125	91153	NP
91130	Senior Manager/ Senior Researcher	68741867	5	91125	91129	NP
91131	Senior Researcher	68740997	6	91125	91129	NP
91132	Researcher	68740618	6	91125	91129	NP
91133	Principal Consultant/Faculty Member	68741804	8	91125	91153	NP
91134	Researcher	68742091	6	91125	91133	NP
91135	Senior Manager/ Senior Researcher	68741863	5	91125	91133	NP
91136	Senior Researcher	68741017	7	91125	91133	NP
91137	Manager/Researcher	68741845	7	91125	91133	NP
91138	Principal Researcher	68741779	5	91125	91133	NP
91140	Senior Manager	68741917	8	91139	91151	NP
91141	Manager/Senior L&D Specialist	68741794	7	91139	91140	NP
91142	L&D Specialist	68747558	6	91139	91140	NP
91143	Senior L&D Specialist	68747558	6	91139	91140	NP
91144	Assistant Director/Lead L&D Specialist	68741917	7	91139	91140	NP
91145	Senior Manager/Senior L&D Specialist	68741940	7	91139	91140	NP
91146	Manager	68741946	6	91139	91140	NP
91147	Assistant Manager	68741794	7	91139	91146	NP
91148	Assistant Manager/ L&D Specialist	68742013	7	91139	91140	NP
91149	Senior Executive	68741756	7	91139	91140	NP
91150	Senior Manager	68741875	5	91139	91140	NP
91152	PA to Institute Director	68741627	9	91079	91151	NP
91154	"PA to Institute Director, Director (LD) & Director (OD)"	68741627	7	91079	91153	NP
91155	Director (Organisation Development)	68749815	6	91079	91153	NP
91156	Director/Principal Consultant (Organisation Development)	68749888	6	91079	91153	NP
91158	Director (Leadership Development)	68745638	8	91157	91153	NP
91159	Senior Manager/Senior Consultant (Psychologist)	68841042	7	91157	91158	NP
91160	Consultant (Psychologist)	68741800	6	91157	91158	NP
91161	Manager/Senior Consultant (Psychologist)	68749889	6	91157	\N	NP
91162	Consultant	68741692	6	91157	91161	NP
91163	Practice Leader/Manager	68749889	5	91157	91153	NP
91164	Consultant	68742016	6	91157	91163	NP
91166	Manager/ Consultant	68745637	8	91165	91153	NP
91167	Manager	68741758	5	91165	91166	NP
91168	Consultant	68742034	7	91165	91166	NP
91170	Senior Executive	68742013	5	91169	91153	NP
91172	Senior Manager	68741916	5	91171	91153	NP
91173	Manager	68741946	8	91171	91172	NP
91174	Assistant Manager	68741724	7	91171	91173	NP
91175	Senior Executive	68741025	6	91171	91172	NP
91242	"Assistant Chief Executive - Strategy/ Institute Director, Institute of Public Administration & Management and Strategic Planning & Development"	68740963	8	91176	91397	NP
91178	"Director, Strategic Human Resource (IPAM)"	68741607	5	91177	91242	NP
91179	Researcher	68741026	6	91177	91178	NP
91180	Deputy Manager/Senior L&D Specialist	68747520	6	91177	91178	NP
91181	Senior Manager/Lead Researcher	68742091	8	91177	91178	NP
91182	Senior Executive	68741913	7	91177	91178	NP
91183	Assistant Manager	68741913	6	91177	91178	NP
91184	Lead Researcher	68742091	7	91177	91178	NP
91185	Senior L&D Specialist	68741856	7	91177	91178	NP
91186	Senior Manager	68741727	6	91177	91178	NP
91187	Senior Researcher	68742081	6	91177	91178	NP
91188	Manager	68741856	7	91177	91178	NP
91189	Assistant Manager	68741849	7	91177	91188	NP
91190	Learning & Development Specialist	68741641	6	91177	91178	NP
91192	Senior Executive	68741739	6	91191	91242	NP
91193	Principal Learning & Development Specialist/Faculty Member	68741770	8	91191	91242	NP
91194	Senior Executive	68741739	6	91191	91193	NP
91195	Training Executive	68741898	6	91191	91193	NP
91196	Principal Learning & Development Specialist	68741883	6	91191	91193	NP
91197	Principal Learning & Development Specialist/Faculty Member	68741792	7	91191	91193	NP
91198	L&D Specialist	68741928	7	91191	91193	NP
91200	Senior Manager/Senior Learning & Design Specialist	68747526	6	91199	91242	NP
91201	Learning and Development Specialist	68741026	6	91199	91200	NP
91202	Principal L&D Specialist	68742050	6	91199	91200	NP
91203	Manager / Senior L&D Specialist	68742052	6	91199	91200	NP
91204	Senior L&D Specialist	68741918	6	91199	91200	NP
91205	Assistant Director	68742045	6	91199	91242	NP
91206	Senior Manager/Senior Learning & Design Specialist	68747521	6	91199	91205	NP
91207	Learning and Development Specialist	68740629	6	91199	91205	NP
91208	Manager / Senior L&D Specialist	68742089	6	91199	91205	NP
91209	Senior L&D Specialist	68741918	8	91199	91205	NP
91210	Learning & Development Specialist	68741918	6	91199	91205	NP
91211	Manager/Learning & Development Specialist	68742089	5	91199	91205	NP
91212	Senior Researcher	68741730	5	91199	91205	NP
91213	Researcher	68741736	7	91199	91205	NP
91214	Training Executive	68741879	5	91199	91205	NP
91215	Manager	68747484	7	91199	91205	NP
91216	Assistant Manager/Learning & Development Specialist	68742094	5	91199	91205	NP
91218	Director	68741728	5	91217	91242	NP
91219	Learning & Development Specialist	68747550	6	91217	91218	NP
91220	Learning & Development Specialist	68747545	8	91217	91218	NP
91221	Analyst	68741691	6	91217	91218	NP
91222	Senior Manager / Senior L&D Specialist	68741785	7	91217	91218	NP
91223	Deputy Manager/Senior L&D Specialist	68740609	5	91217	91218	NP
91224	L&D Specialist	68747545	6	91217	91218	NP
91225	L&D Specialist	68741814	7	91217	91218	NP
91226	Assistant Manager	68741939	5	91217	91218	NP
91227	Senior Executive	68740633	6	91217	91218	NP
91228	Senior Researcher	68741903	5	91217	91218	NP
91229	Senior Manager / Senior Learning & Development Specialist	68741720	6	91217	91218	NP
91230	Senior Learning & Development Specialist	68747532	6	91217	91218	NP
91231	Manager / Senior Learning & Development Specialist	68741720	7	91217	91218	NP
91232	Manager / Senior L&D Specialist	68741720	5	91217	91218	NP
91233	Manager	68741785	5	91217	91218	NP
91234	Training Executive	68741809	7	91217	91218	NP
91235	Manager	68741767	7	91217	91218	NP
91308	Institute Director (IPAM)	68740897	6	91176	91397	NP
91236	Manager	68741702	6	91217	91308	NP
91237	Training Executive	68741881	6	91217	91236	NP
91238	Learning & Development Specialist	68747532	6	91217	91236	NP
91239	Deputy Manager/ L&D Specialist	68741767	5	91217	91236	NP
91240	Assistant Manager/Learning & Development Specialist	68741606	5	91217	91236	NP
91241	Manager	68741720	5	91217	91236	NP
91243	"Director, Strategic Human Resource & Finance"	68741542	5	91176	91242	NP
91244	"Director, Innovation & Foundational Competencies"	68741663	7	91176	91242	NP
91245	"PA to Assistant Chief Executive - Strategy, Director (SHRM & FIN) & Director (INNOV & FC)"	68741650	6	91176	91242	NP
91246	Principal Learning & Development Specialist	68741985	5	91176	91242	NP
91247	Director Executive Programmes	68747495	5	91176	91242	NP
91248	Principal L&D Specialist	68741706	7	91176	91242	NP
91249	Analyst	68741626	6	91176	91242	NP
91250	Assistant Director/ Principal L& D Specialist	68742050	6	91176	91242	NP
91252	Assistant Director/Lead L&D Specialist	68741859	5	91251	91242	NP
91253	Researcher	68740613	5	91251	91252	NP
91254	Researcher	68741726	6	91251	91252	NP
91255	Principal L&D Specialist	68741884	5	91251	91252	NP
91256	L&D Specialist	68741884	8	91251	91252	NP
91257	Senior Manager / Senior Learning & Development Specialist	68741733	6	91251	91252	NP
91258	Deputy Manager/ Researcher	68740613	5	91251	91252	NP
91259	Assistant Manager	68741720	7	91251	91252	NP
91260	Associate Researcher	\N	6	91251	91252	NP
91261	Manager / Senior Learning & Development Specialist	68741754	6	91251	91252	NP
91263	Lead L&D Specialist	68741764	5	91262	91242	NP
91265	Deputy Manager/Senior L&D Specialist	68832287	7	91264	91242	NP
91266	Senior Researcher	68741901	6	91264	91265	NP
91267	Assistant Manager	68741045	5	91264	\N	NP
91268	Senior Researcher	68741903	5	91264	91267	NP
91270	Senior Manager	68749873	5	91269	91242	NP
91271	Senior L&D Specialist	68742013	5	91269	91270	NP
91272	Assistant Manager	68741774	8	91269	91270	NP
91273	Senior Executive	68747551	7	91269	91270	NP
91274	Deputy Manager/ Senior L&D Specialist	68741919	6	91269	91242	NP
91275	Senior L&D Specialist	68742009	7	91269	91274	NP
91276	Assistant Manager	68749901	6	91269	91274	NP
91277	Executive	68741781	6	91269	91274	NP
91279	Deputy Manager/ Senior L&D Specialist	68741923	6	91278	91242	NP
91280	Assistant Manager	68841152	8	91278	91279	NP
91281	Executive	68741778	7	91278	91279	NP
91282	Assistant Manager	68749870	6	91278	\N	NP
91283	Senior L&D Specialist	68741920	7	91278	91282	NP
91284	Deputy Manager/ Senior L&D Specialist	68741920	7	91278	91282	NP
91285	Assistant Manager	68741783	6	91278	91282	NP
91286	Executive	68741781	7	91278	91282	NP
91288	Director (Service Management)	68741028	5	91287	91242	NP
91289	Researcher	68741767	5	91287	91288	NP
91290	Learning & Development Specialist	68741854	5	91287	91288	NP
91291	Senior Learning & Development Specialist	68741854	8	91287	91288	NP
91292	Manager / Senior Learning & Development Specialist	68741728	7	91287	91288	NP
91293	Manager	68741733	5	91287	91288	NP
91294	Assistant Manager	68740609	7	91287	91293	NP
91295	Researcher	68741726	6	91287	91288	NP
91296	Assistant Manager	68740609	6	91287	91288	NP
91297	Manager / Senior L&D Specialist	68741733	7	91287	91288	NP
91298	Senior Executive	68740609	6	91287	91288	NP
91299	Senior Researcher	68741767	6	91287	91288	NP
91300	Senior Manager/ Senior Learning & Development Specialist/ Faculty Member	68741905	7	91287	91288	NP
91301	Senior Learning & Development Specialist/Faculty Member	68741859	5	91287	91288	NP
91303	"Institute Director, Enforcement Practices"	68741027	8	91302	91242	NP
91304	Manager	68741856	5	91302	91303	NP
91305	Assistant Manager	68741913	7	91302	91304	NP
91306	Researcher	68741858	6	91302	91303	NP
91307	Senior Manager	68749742	6	91302	91303	NP
91309	Assistant Director	68741919	7	91176	91308	NP
91310	"Director, Strategic Human Resource"	68741473	7	91176	91308	NP
91311	"Director, Foundational Competencies)"	68741597	6	91176	91308	NP
91312	"PA to Director, Foundational Competencies)"	68741477	5	91176	91311	NP
91313	"PA to Institute Director, Director (SHRM) & Director (FC)"	68741584	6	91176	91308	NP
91314	PA to Institute Director & Director (SHRM)	68741584	5	91176	91308	NP
91315	Executive (Administration Support)	68741609	7	91176	91308	NP
91316	"Director, Strategic Human Resource (IPAM)"	68741445	5	91176	91308	NP
91317	Senior Executive	68741740	7	91176	91308	NP
91339	Institute Director	68747496	6	91318	91397	NP
91320	Senior Manager	68747562	6	91319	91339	NP
91321	Manager	68741950	8	91319	91320	NP
91322	Assistant Manager	68741920	5	91319	91321	NP
91323	Deputy Manager	68741768	6	91319	91321	NP
91324	Assistant Manager	\N	7	91319	91321	NP
91325	Senior Executive	68742014	6	91319	91320	NP
91326	Senior Manager	68741951	5	91319	91320	NP
91327	Manager	68741768	6	91319	91320	NP
91328	Assistant Director	68741856	7	91319	91320	NP
91329	Senior Manager	\N	6	91319	91320	NP
91330	Senior L & D Specialist	68741932	7	91319	91320	NP
91331	Officer	68747550	6	91319	91320	NP
91332	Assistant Director (Programmes and Partnership)	68741714	7	91319	91339	NP
91333	Senior Manager	68747551	6	91319	91332	NP
91334	Senior Executive	68741753	5	91319	91332	NP
91335	Manager	68741936	7	91319	91332	NP
91336	Assistant Manager	68741756	7	91319	91335	NP
91337	Deputy Manager	68741691	6	91319	91335	NP
91338	Assistant Manager	68747479	5	91319	91332	NP
91340	Personal Assistant	68741683	8	91318	91339	NP
91341	Assistant Director	68741677	6	91318	91339	NP
91342	Deputy Director/Faculty Member	68749870	5	91318	91339	NP
91343	Deputy Director	68741706	5	91318	91339	NP
91344	Assistant Director/Faculty Member	68749870	7	91318	91339	NP
91345	Assistant Director (Programmes and Partnership)	68741726	7	91318	91339	NP
91347	Lead L&D Specialist	68741945	8	91346	91339	NP
91348	Assistant Manager	68742063	7	91346	91347	NP
91349	Senior Executive	68741954	6	91346	91347	NP
91350	"Deputy Manager, Curriculum & CAST"	68747523	7	91346	91347	NP
91351	Assistant Director/Faculty Member	68749886	7	91346	91339	NP
91352	"Deputy Manager, Curriculum & CAST"	68747523	6	91346	91351	NP
91353	Assistant Manager	68741941	6	91346	91351	NP
91354	Lead L&D Specialist	68741941	7	91346	91351	NP
91355	Assistant Director	68741884	7	91346	91351	NP
91356	Senior Executive	68742070	7	91346	91351	NP
91357	Deputy Manager	68741945	5	91346	91351	NP
91359	Head	68749890	6	91358	91339	NP
91360	Assistant Director	68741896	8	91358	91359	NP
91361	"Manager, Curriculum & CAST"	68747527	6	91358	91359	NP
91362	Assistant Manager	68742063	6	91358	91359	NP
91363	Deputy Manager	68747533	7	91358	91359	NP
91364	Assistant Manager	68740638	5	91358	91359	NP
91365	Assistant Director	68741876	6	91358	91359	NP
91366	Senior Executive	68747533	7	91358	91359	NP
91367	Assistant Manager	68747519	6	91358	91339	NP
91368	Assistant Manager	68747519	5	91358	91367	NP
91369	Senior Executive	68742055	7	91358	91367	NP
91370	"Manager, Curriculum & CAST"	68747519	5	91358	91367	NP
91371	"Deputy Manager, Curriculum & CAST"	68838886	6	91358	91367	NP
91372	Executive	68741690	6	91358	91367	NP
91374	Senior Manager	68741761	8	91373	\N	NP
91375	Executive	68747537	6	91373	91374	NP
91376	Senior Executive	68747555	5	91373	91374	NP
91377	Senior Executive (Team Leader)	68741641	5	91373	91374	NP
91378	Officer	68747557	7	91373	91374	NP
91379	Assistant Director (Programmes and Partnership)	68741721	7	91373	91339	NP
91380	Senior Manager	68741756	5	91373	91379	NP
91381	Senior Executive	68747494	6	91373	91379	NP
91382	Executive	68747532	6	91373	91379	NP
91383	Officer	68747557	7	91373	91379	NP
91384	Team Leader	68833279	6	91373	91379	NP
91385	Senior Executive (Team Leader)	68741606	6	91373	91379	NP
91387	Learning Specialist	68742066	5	91386	\N	NP
91388	Assistant Manager	68747527	5	91386	91387	NP
91389	Executive	68741738	7	91386	91387	NP
91390	Senior Executive	68742059	6	91386	91387	NP
91391	Assistant Director	68741693	6	91386	91339	NP
91392	Learning Specialist	68742062	5	91386	91391	NP
91393	Executive	68741686	6	91386	91391	NP
91394	Assistant Manager	68747523	5	91386	91391	NP
91395	Senior Executive	68746777	5	91386	91391	NP
91396	Researcher	68741050	5	91386	91391	NP
91398	Member	67903952	6	90632	91397	NP
91399	Member	64785237	7	90632	91397	NP
91400	Members	63548832	7	90632	91397	NP
91401	Dean & CEO	68741321	6	90632	91397	NP
91402	"Personal Assistant to Mr Kwek Mean Luck, Dean & CEO"	68746747	7	90632	91401	NP
91403	Assistant CEO	68749104	8	90632	91401	NP
91404	Personal Assistant	68740951	7	90632	91403	NP
91405	Quality Service Manager	68749899	7	90632	91401	NP
91407	"Assistant Chief Executive - Strategy/ Institute Director, Institute of Public Administration & Management and Strategic Planning & Development"	68741028	8	91406	91397	NP
91408	Assistant Director	68741767	6	91406	91407	NP
91409	Assistant Manager	68741704	7	91406	91407	NP
91410	Deputy Manager	68741814	7	91406	91407	NP
91411	Senior Manager	68741956	5	91406	91407	NP
91412	Deputy Manager	68742056	6	91406	91407	NP
91413	Director	68741598	7	91406	91397	NP
91414	Deputy Manager	68741808	7	91406	91413	NP
91415	Assistant Manager	68741698	5	91406	91413	NP
91416	Senior Manager	68741726	7	91406	91413	NP
91417	Senior Executive	68741746	7	91406	91413	NP
91448	Chief Information Officer	68741863	6	91418	91397	NP
91420	Chief Information Officer	68741892	6	91419	91448	NP
91421	Assistant Director (Technical Services)	68742054	6	91419	91420	NP
91422	Business Application Manager	68747528	6	91419	91420	NP
91423	Operations Manager	68741881	6	91419	91420	NP
91424	Project Manager	68742012	6	91419	91420	NP
91425	Assistant Manager	68741916	8	91419	91420	NP
91426	Senior Executive	68741735	6	91419	91420	NP
91427	Deputy Director	68741880	5	91419	91420	NP
91428	Senior Manager	68742096	7	91419	91420	NP
91429	Assistant Director (ICT)	68741880	5	91419	91420	NP
91430	Infrastructure Manager	68742064	5	91419	91420	NP
91431	Executive	68741723	6	91419	91420	NP
91452	Deputy Director	68741859	6	91418	91397	NP
91432	Deputy Director	68741880	7	91419	91452	NP
91433	Assistant Director (Technical Services)	68742042	7	91419	91432	NP
91434	Business Application Manager	68747516	6	91419	91432	NP
91435	Project Manager	68742000	7	91419	91432	NP
91436	Operations Manager	68741869	6	91419	91432	NP
91437	Infrastructure Manager	68742084	7	91419	91432	NP
91438	Executive	68741723	5	91419	91432	NP
91439	Assistant Director (ICT)	68741868	5	91419	91432	NP
91440	Assistant Director	68741868	6	91419	91432	NP
91441	Senior Business Application Manager	68740603	6	91419	91432	NP
91442	Senior Project Manager	68741879	5	91419	91432	NP
91444	Assistant Director	68741938	7	91443	91448	NP
91445	Senior Manager	68741759	5	91443	91444	NP
91446	Senior Business Application Manager	68740678	6	91443	91444	NP
91447	Senior Project Manager	68741850	6	91443	91444	NP
91449	Assistant Director (Technical Services)	68742025	6	91418	91448	NP
91450	Deputy Director	68741902	6	91418	91448	NP
91451	Assistant Director (ICT)	68741847	8	91418	91448	NP
91453	Assistant Director (ICT)	68741902	7	91418	91452	NP
91454	Assistant Director (Technical Services)	68742054	6	91418	91452	NP
91457	Assistant Manager	68741945	7	91456	91397	NP
91458	Senior Executive	68742053	5	91456	91457	NP
91460	Head	68749890	6	91459	91397	NP
91461	Principal L&D Specialist	68741782	6	91459	91460	NP
91462	L&D Specialist	68741826	5	91459	91460	NP
91463	Assistant Director / Lead L&D Specialist	68741764	5	91459	91460	NP
91464	Lead L&D Specialist	68741737	6	91459	91460	NP
91465	Senior Executive	68742053	5	91459	91460	NP
91466	Senior Manager	68747622	6	91459	91460	NP
91467	Multimedia Team Executive	68747540	8	91459	91460	NP
91468	Principal L&D Specialist	68741774	6	91459	91397	NP
91469	Assistant Director / Lead L&D Specialist	68741756	7	91459	91468	NP
91470	L&D Specialist	68741818	6	91459	91468	NP
91471	Lead L&D Specialist	68741729	5	91459	91468	NP
91472	Senior Manager	68747551	5	91459	91468	NP
91473	Senior Executive	68742000	5	91459	91468	NP
91474	Multimedia Team Executive	68747548	5	91459	91468	NP
91513	Director	68741664	5	91475	91401	NP
91477	Deputy Director	68741892	6	91476	91513	NP
91478	Assistant Director	68741880	8	91476	91477	NP
91479	Assistant Director (Technical Services)	68742054	7	91476	91477	NP
91480	Business Application Manager	68741952	6	91476	91477	NP
91481	Operations Manager	68741881	6	91476	91477	NP
91482	Infrastructure Manager	68742096	6	91476	91477	NP
91483	Executive	68741735	7	91476	91477	NP
91484	Project Manager	68741976	5	91476	91477	NP
91485	Senior Business Application Manager	68740622	6	91476	91477	NP
91486	Head (ICT)	68741883	7	91476	91513	NP
91487	Business Application Manager	68741871	5	91476	91486	NP
91488	Business Application Consultant	68741943	7	91476	91486	NP
91489	Technical Services Manager	68742045	5	91476	91486	NP
91490	Technical Services Consultant	68741845	7	91476	91486	NP
91491	Technical Service Consultant	68742096	5	91476	91486	NP
91493	Assistant Manager	68741814	6	91492	91513	NP
91494	Senior Executive	68741704	5	91492	91493	NP
91495	Deputy Manager	68741814	5	91492	91493	NP
91496	Assistant Manager	68741684	6	91492	91493	NP
91497	Executive	68741741	6	91492	91493	NP
91498	Senior Executive	68741699	5	91492	91513	NP
91499	Senior Executive	68741794	7	91492	91498	NP
91500	Executive	68741746	6	91492	91498	NP
91502	Head / Principal Learning Designer	68741782	5	91501	91513	NP
91503	Manager	68747559	6	91501	91502	NP
91504	Executive	68742053	6	91501	91502	NP
91505	Assistant Director / Lead L&D Specialist	68741764	5	91501	91502	NP
91506	Lead L&D Specialist	68741737	6	91501	91502	NP
91507	L&D Specialist	\N	5	91501	91502	NP
91508	Senior Executive	68742053	8	91501	91502	NP
91509	Senior Learning Specialist	68741737	7	91501	91502	NP
91510	Assistant Director / Senior Learning Specialist	68741764	7	91501	91502	NP
91511	Learning Specialist	68741908	5	91501	91502	NP
91512	Senior Learning Specialist/Senior Manager	68741727	6	91501	91502	NP
91514	PA to Director	68741608	7	91475	91513	NP
92098	Chairman	63322820	5	91515	92137	P
91540	Managing Director	62299211	6	91516	92098	NP
91518	General Counsel	62299213	6	91517	91540	NP
91519	Personal Assistant	62299975	6	91517	91518	NP
91520	Asst General Counsel & Head Division I	62298929	5	91517	91518	NP
91521	Asst General Counsel & Head Division II	62298975	5	91517	91518	NP
91522	General Counsel (Designate)	62299980	5	91517	91518	NP
91523	Personal Assistant	62299980	5	91517	91522	NP
91524	Deputy General Counsel / Head Division I	62299926	7	91517	91518	NP
91525	Deputy General Counsel / Head Division II	62299684	5	91517	91518	NP
91527	Deputy General Counsel & Head	62298907	5	91526	91518	NP
91528	Asst General Counsel & Head	62298898	7	91526	91518	NP
91530	Deputy General Counsel & Head	62298966	5	91529	91518	NP
91538	Executive Director	62299298	7	91531	91540	NP
91533	Director / Head	62299143	6	91532	91538	NP
91534	Deputy Director	62299145	7	91532	91533	NP
91536	Deputy Director & Head	64225414	7	91535	91538	NP
91537	Deputy Director / Head	62299789	6	91535	91538	NP
91539	Personal Assistant	62299302	5	91531	91538	NP
91541	Assistant Managing Director & Chief Economist	62299258	8	91516	91540	NP
91542	Personal Assistant	62299818	7	91516	91541	NP
91543	Personal Assistant	62299226	6	91516	91540	NP
91544	Chief Singapore Economy Analysis & Head Domestic Economy Division	62299323	7	91516	91540	NP
91545	Special Advisor	62299225	7	91516	91540	NP
91546	Personal Assistant	62299225	5	91516	91545	NP
91556	Executive Director	62299404	5	91547	92098	NP
91549	Director & Head	62299954	5	91548	91556	NP
91550	Director / Head	62299927	8	91548	91556	NP
91551	Deputy Director / Head	62299938	7	91548	91556	NP
91553	Director & Head	62299917	8	91552	91556	NP
91554	Director / Head	62299913	6	91552	91556	NP
91555	Deputy Director / Head	62299913	7	91552	91556	NP
91557	Personal Assistant	62299409	8	91547	91556	NP
91558	Director & Head	62300384	7	91547	92098	NP
91559	Personal Assistant	62299409	7	91547	91558	NP
91696	Deputy Managing Director	62299484	5	91560	92098	NP
91595	Assistant Managing Director & Chief Economist	62299230	7	91561	91696	NP
91565	Executive Director	62299231	6	91562	91595	NP
91564	Principal Economist / Head	62299849	5	91563	91565	NP
91566	Personal Assistant	62299239	5	91562	91565	NP
91568	Lead Economist & Head	62299329	5	91567	91565	NP
91569	Lead Economist	62299294	6	91567	\N	NP
91570	Executive Director	62299302	7	91567	\N	NP
91571	Prin Economist & Head	62208270	6	91567	91565	NP
91573	Principal Economist / Head (International Economy Division	62208288	7	91572	91565	NP
91575	Principal Economist / Specialist	62299300	7	91574	91565	NP
91587	Executive Director	62299306	8	91576	91595	NP
91578	Lead Economist & Head	62299734	6	91577	91587	NP
91579	Lead Economist	62299731	6	91577	\N	NP
91580	Principal Economist / Head	62299321	7	91577	91587	NP
91582	Executive Director	62207727	7	91581	91587	NP
91583	Lead Economist & Head	62298858	5	91581	91587	NP
91584	P Economist & Head	\N	6	91581	91587	NP
91586	Principal Economist & Specialist Lead	62299313	7	91585	91587	NP
91588	Personal Assistant	62299315	5	91576	91587	NP
91589	"P Economist & Dept Hd, Economic Analysis"	62299874	5	91576	91595	NP
91590	Personal Assistant	62299315	7	91576	91589	NP
91592	Director / Head	62299340	5	91591	91587	NP
91594	Principal Economist / Head	62299835	7	91593	91587	NP
91596	Personal Assistant	62299262	5	91561	91595	NP
91602	Executive Director	62299299	7	91599	91595	NP
91601	Director & Head	62299456	7	91600	91602	NP
91603	Personal Assistant cum AO	62299307	6	91599	91602	NP
91639	Assistant Managing Director	62299697	5	91604	91696	NP
91617	Executive Director / Head	64225478	7	91605	91639	NP
91607	Lead Portfolio Manager & Head	62299142	8	91606	91617	NP
91608	Lead Portfolio Mgr & Head	62299142	7	91606	91617	NP
91610	Lead Portfolio Mgr & Head	62299083	5	91609	91617	NP
91611	Director & Head	62299217	8	91609	91617	NP
91612	Director	62299217	5	91609	\N	NP
91613	Director / Head	62299146	7	91609	91617	NP
91615	Lead Portfolio Manager & Head	62207551	8	91614	91617	NP
91616	Lead Portfolio Manager	62299163	7	91614	91617	NP
91618	Personal Assistant	64225487	6	91605	91617	NP
91620	Lead Portfolio Manager & Head	62299194	7	91619	91617	NP
91621	Lead Policy Manager	62299158	8	91619	\N	NP
91622	Executive Director	64225473	6	91619	91617	NP
91623	Personal Assistant	64133856	5	91619	91622	NP
91625	Lead Portfolio Manager / Head	62299166	6	91624	91617	NP
91626	Executive Director	62295473	7	91624	\N	NP
91635	Director / Head	62299153	8	91627	91639	NP
91629	Deputy Director & Head	62299143	8	91628	91635	NP
91630	Deputy Director / Head	62207522	5	91628	91635	NP
91637	Assistant Managing Director	62299697	5	91627	91639	NP
91631	Director / Head	62299157	7	91628	91637	NP
91633	Deputy Director & Head	62299157	7	91632	91635	NP
91634	Deputy Director / Head	62299155	5	91632	91635	NP
91636	Personal Assistant	96851224	5	91627	91635	NP
91638	Personal Assistant	62299693	7	91627	91637	NP
91640	Personal Assistant	62299718	7	91604	91639	NP
91687	Assistant Managing Director	62299162	6	91641	91696	NP
91651	Executive Director	62295341	6	91642	91687	NP
91644	Deputy Director & Head	62299898	6	91643	91651	NP
91645	Director & Department Head	64225494	7	91643	\N	NP
91653	Director / Dept Head	62299209	6	91642	91687	NP
91646	Deputy Director / Head	62299814	5	91643	91653	NP
91648	Director & Head	62207937	6	91647	91651	NP
91649	Deputy Director & Head	62298971	7	91647	91653	NP
91650	Deputy Director / Head	62298969	6	91647	91653	NP
91652	Personal Assistant	62295346	5	91642	91651	NP
91654	Personal Assistant	62299173	6	91642	91653	NP
91655	Assistant Managing Director	62299209	7	91642	91687	NP
91656	Personal Assistant	62299175	5	91642	91655	NP
91664	Executive Director	62299088	6	91657	91687	NP
91659	Deputy Director & Head	62299127	7	91658	91664	NP
91660	Deputy Director/Head	62299079	6	91658	91664	NP
91662	Deputy Director & Head	64225449	8	91661	91664	NP
91663	Deputy Director / Head	62299979	7	91661	91664	NP
91665	Personal Assistant	62299092	5	91657	91664	NP
91667	Director / Head	64225528	6	91666	91664	NP
91669	Executive Director	65056165	7	91668	91687	NP
91670	Chief Representative	65350116	6	91668	91687	NP
91683	Executive Director	62299091	8	91671	91687	NP
91673	Deputy Director	64225463	8	91672	91683	NP
91674	Deputy Director & Head	62299830	7	91672	91683	NP
91675	Deputy Director/Head	62299826	5	91672	\N	NP
91676	DD & Head	62299826	7	91672	91683	NP
91678	Deputy Director & Head	62207908	7	91677	91683	NP
91679	Deputy Director/Head	62299586	5	91677	\N	NP
91680	Deputy Director	62299586	6	91677	\N	NP
91681	Director / Head	62207532	5	91677	91683	NP
91682	Deputy Director / Head	62207532	6	91677	91683	NP
91684	Personal Assistant	62299097	7	91671	91683	NP
91686	Deputy Director / Head	62298755	6	91685	91683	NP
91688	Personal Assistant	62299206	5	91641	91687	NP
91690	Chief Representative (LDO)	62299137	5	91689	91696	NP
91691	Director & Dept Head	62295333	8	91689	91696	NP
91692	Chief Representative	1.21E+10	7	91689	91696	NP
91694	Chief Representative (NYO)	1.21E+10	7	91693	91696	NP
91695	Chief Representative	6.23E+07	5	91693	91696	NP
91697	Personal Assistant	62299617	7	91560	91696	NP
