staffid	jobid	postdate	enddate
25601	90152	2015-03-20	2015-03-20
25601	90405	2015-06-08	2016-08-07
25602	90137	2015-06-08	2017-05-07
25602	90397	2015-06-08	2017-05-07
25603	89448	2017-05-22	2018-10-22
25603	90096	2015-03-20	2017-05-07
25603	90377	2015-03-20	2017-05-07
25604	89449	2017-05-22	2018-02-07
25604	90097	2015-03-20	2017-05-07
25604	90378	2015-03-20	2017-05-07
25605	89399	2018-06-07	2018-10-22
25605	89654	2017-05-22	2017-05-22
25605	90098	2015-03-20	2015-09-22
25605	90379	2015-03-20	2015-09-22
25606	90100	2015-03-20	2015-07-22
25606	90381	2015-03-20	2015-07-22
25608	89451	2017-05-22	2018-10-22
25608	90101	2017-05-07	2017-05-07
25608	90382	2017-05-07	2017-05-07
25609	89485	2017-05-22	2018-10-22
25609	90105	2015-03-20	2017-05-07
25610	89486	2017-05-22	2018-03-22
25610	89489	2018-04-07	2018-10-22
25610	90106	2015-03-20	2017-05-07
25613	89487	2017-05-22	2018-10-22
25613	90107	2015-03-20	2017-05-07
25614	90108	2015-03-20	2016-06-13
25615	89488	2017-05-22	2018-10-22
25616	89683	2017-06-23	2018-03-22
25616	89991	2017-05-07	2017-05-07
25616	90110	2015-03-20	2017-05-07
25616	90386	2015-03-20	2017-05-07
25617	90113	2015-03-20	2015-03-20
25617	90114	2015-04-08	2016-09-22
25617	90136	2016-10-07	2017-05-07
25617	90389	2015-03-20	2015-03-20
25617	90390	2015-04-08	2016-09-22
25617	90396	2016-10-07	2017-05-07
25618	89561	2017-05-22	2017-07-22
25618	90484	2017-01-07	2017-05-07
25618	90565	2015-09-07	2016-12-22
25618	90598	2015-07-22	2015-07-22
25618	90604	2015-06-08	2015-06-08
25619	89459	2017-05-22	2018-10-22
25619	90111	2016-04-07	2017-05-07
25619	90116	2015-03-20	2016-03-22
25619	90387	2016-04-07	2017-05-07
25619	90392	2015-03-20	2016-03-22
25620	89476	2017-05-22	2018-10-22
25620	90119	2015-03-20	2017-05-07
25620	90408	2015-06-08	2017-05-07
25621	90120	2015-03-20	2015-09-22
25621	90409	2015-06-08	2015-09-22
25623	89452	2017-05-22	2018-10-22
25623	90100	2015-09-22	2017-04-22
25623	90102	2017-05-07	2017-05-07
25623	90125	2015-03-20	2015-09-22
25623	90381	2015-09-22	2017-04-22
25623	90383	2017-05-07	2017-05-07
25623	90414	2015-06-08	2015-09-22
25624	90302	2015-03-20	2016-07-22
25625	89777	2017-05-22	2017-09-23
25625	90226	2016-10-07	2017-05-07
25625	90302	2016-08-07	2016-09-22
25625	90303	2015-03-20	2016-07-22
25626	90270	2015-03-20	2016-01-22
25627	89805	2017-05-22	2018-10-22
25627	90232	2016-11-15	2017-05-07
25627	90270	2016-02-07	2016-10-22
25627	90273	2015-03-20	2016-01-22
25628	90272	2015-03-20	2015-06-08
25629	89806	2017-05-22	2018-10-22
25629	90234	2016-11-15	2017-05-07
25629	90271	2015-03-20	2016-10-22
25630	90274	2015-03-20	2015-06-08
25631	89390	2018-03-22	2018-03-22
25631	89580	2017-06-23	2018-03-22
25631	89584	2017-05-22	2017-05-22
25631	89700	2018-04-07	2018-10-22
25631	90354	2015-03-20	2015-03-20
25631	90517	2017-01-07	2017-05-07
25631	90552	2015-04-08	2016-12-22
25632	89501	2017-06-23	2018-10-22
25632	89880	2015-03-20	2017-05-22
25633	89883	2015-06-08	2015-09-07
25633	89901	2015-03-20	2015-04-08
25634	89883	2015-10-08	2017-05-22
25634	89902	2015-03-20	2015-04-08
25635	89502	2017-06-23	2018-10-07
25635	89903	2015-03-20	2015-04-08
25636	89882	2015-06-08	2017-05-22
25636	89904	2015-03-20	2015-04-08
25637	89896	2015-06-08	2015-07-22
25638	89891	2015-06-08	2015-07-22
25638	89905	2015-03-20	2015-04-08
25639	89884	2015-06-08	2015-10-22
25639	89906	2015-03-20	2015-04-08
25640	89518	2017-06-23	2018-08-22
25640	89884	2015-11-22	2017-03-22
25640	89892	2017-04-07	2017-05-22
25641	89517	2017-06-23	2018-09-22
25641	89889	2016-06-13	2017-05-22
25641	89896	2015-09-07	2016-04-07
25641	89897	2015-06-08	2015-07-22
25641	89907	2015-03-20	2015-04-08
25642	89503	2017-06-23	2018-10-22
25642	89891	2017-04-07	2017-05-22
25643	89895	2016-06-13	2016-09-22
25643	89897	2016-04-07	2016-04-07
25645	89504	2017-06-23	2018-10-22
25646	89908	2015-03-20	2015-04-08
25647	89890	2015-06-08	2016-04-07
25648	89886	2015-11-22	2017-03-22
25648	89909	2015-03-20	2015-04-08
25649	89899	2015-06-08	2015-11-07
25650	89910	2015-03-20	2015-04-08
25651	89894	2016-07-06	2017-03-22
25651	89911	2015-03-20	2015-04-08
25652	89912	2015-03-20	2015-04-08
25655	89509	2017-06-23	2018-02-07
25655	89887	2015-11-22	2017-05-22
25656	89886	2017-04-07	2017-05-22
25658	89623	2017-06-23	2018-10-22
25658	89646	2017-05-22	2017-05-22
25658	89697	2017-06-23	2018-10-22
25658	89971	2015-09-07	2017-05-07
25659	89514	2018-02-22	2018-10-22
25659	89900	2015-03-20	2015-11-07
25661	89521	2017-06-23	2018-10-22
25661	89914	2015-06-08	2017-05-22
25661	89936	2015-03-20	2015-04-08
25662	89917	2016-10-07	2017-05-22
25662	89926	2015-06-08	2016-09-22
25662	89937	2015-03-20	2015-04-08
25663	89522	2017-06-23	2018-10-22
25663	89938	2015-03-20	2015-04-08
25664	89546	2018-04-07	2018-06-22
25664	89627	2018-09-08	2018-10-22
25664	89934	2015-06-08	2015-06-08
25664	89939	2015-03-20	2015-04-08
25665	89528	2018-06-22	2018-10-22
25665	89532	2017-06-23	2018-03-22
25665	89919	2017-04-07	2017-05-22
25665	89925	2015-11-07	2016-09-22
25665	89929	2015-06-08	2015-10-22
25665	89940	2015-03-20	2015-04-08
25666	89930	2015-06-08	2015-10-22
25666	89941	2015-03-20	2015-04-08
25667	89923	2015-11-07	2017-03-22
25667	89931	2015-06-08	2015-10-22
25667	89942	2015-03-20	2015-04-08
25668	89533	2017-06-23	2018-03-22
25668	89921	2017-04-07	2017-05-22
25668	89924	2015-11-07	2017-03-22
25668	89932	2015-06-08	2015-10-22
25668	89943	2015-03-20	2015-04-08
25669	89526	2018-04-07	2018-10-22
25670	89527	2018-04-07	2018-10-22
25671	89915	2015-11-07	2017-05-22
25671	89933	2015-06-08	2015-10-22
25671	89944	2015-03-20	2015-04-08
25672	89524	2017-06-23	2018-10-22
25673	90363	2015-03-20	2015-07-22
25674	89992	2015-07-22	2016-08-29
25674	90364	2015-03-20	2015-07-22
25675	90357	2015-09-07	2017-04-22
25675	90367	2017-05-07	2017-05-07
25676	90361	2015-09-07	2016-03-22
25676	90365	2015-03-20	2015-07-22
25676	90371	2017-05-07	2017-05-07
25677	90358	2015-09-07	2015-09-22
25678	89568	2018-01-07	2018-10-22
25678	90370	2017-05-07	2017-05-07
25679	89478	2017-05-22	2018-10-22
25679	90122	2016-04-07	2017-05-07
25679	90125	2016-01-07	2016-03-22
25679	90362	2015-09-07	2015-12-22
25679	90366	2015-03-20	2015-07-22
25679	90411	2016-04-07	2017-05-07
25679	90414	2016-01-07	2016-03-22
25680	89441	2018-04-07	2018-10-22
25680	90360	2016-01-22	2017-04-22
25680	90374	2017-05-07	2017-05-07
25691	89628	2017-06-23	2018-10-22
25691	89656	2017-05-22	2017-05-22
25691	90147	2015-06-08	2016-06-24
25691	90406	2015-06-08	2016-06-24
25691	90421	2015-03-20	2015-03-20
25691	90429	2015-04-08	2015-04-08
25692	90422	2015-03-20	2015-03-20
25692	90428	2015-04-08	2015-04-08
25693	89657	2017-05-22	2017-05-22
25693	90136	2015-06-08	2016-08-07
25693	90396	2015-06-08	2016-08-07
25693	90423	2015-03-20	2015-03-20
25693	90430	2015-04-08	2015-04-08
25694	89477	2017-05-22	2018-10-22
25694	90424	2015-03-20	2015-03-20
25694	90431	2015-04-08	2015-04-08
25695	89465	2017-05-22	2018-03-22
25695	90425	2015-03-20	2015-03-20
25695	90432	2015-04-08	2015-04-08
25696	90399	2015-06-08	2017-05-07
25696	90426	2015-03-20	2015-03-20
25696	90433	2015-04-08	2015-04-08
25697	89480	2017-05-22	2018-01-07
25697	90123	2016-04-07	2017-05-07
25697	90124	2015-06-08	2016-03-22
25697	90412	2016-04-07	2017-05-07
25697	90413	2015-06-08	2016-03-22
25697	90427	2015-03-20	2015-03-20
25697	90434	2015-04-08	2015-04-08
25698	90437	2015-03-20	2015-06-08
25699	89354	2017-08-22	2018-10-22
25699	89362	2017-05-22	2017-07-22
25699	90438	2015-03-20	2017-05-07
25699	90446	2015-07-22	2016-01-22
25702	89790	2017-07-08	2018-04-07
25702	89797	2017-05-22	2017-06-23
25702	90221	2016-10-07	2017-05-07
25702	90277	2016-08-29	2016-09-22
25702	90439	2016-04-07	2016-08-07
25702	90440	2015-03-20	2015-04-08
25702	90445	2015-06-08	2016-03-22
25702	90448	2015-07-22	2016-01-22
25703	89356	2017-08-22	2018-10-22
25703	89364	2017-05-22	2017-07-22
25703	90451	2015-07-22	2016-01-22
25704	90444	2015-03-20	2015-03-20
25705	89668	2018-04-07	2018-10-22
25705	89669	2017-06-23	2018-02-22
25705	89676	2018-03-23	2018-10-22
25705	89768	2018-04-23	2018-10-22
25706	90441	2015-03-20	2015-03-20
25707	90449	2015-07-22	2016-01-22
25708	90442	2015-03-20	2015-06-08
25708	90450	2015-07-22	2016-01-22
25710	89372	2017-05-22	2018-03-22
25710	89382	2018-04-07	2018-10-22
25710	90453	2015-03-20	2017-05-07
25711	89610	2018-04-22	2018-10-22
25711	90454	2015-03-20	2015-05-07
25712	89373	2017-05-22	2018-03-22
25712	89617	2018-04-22	2018-07-22
25712	90457	2016-04-07	2017-05-07
25712	90462	2015-04-08	2016-03-22
25713	89375	2017-05-22	2018-03-22
25713	89611	2018-04-22	2018-10-22
25713	90456	2015-03-20	2017-05-07
25714	89368	2018-08-07	2018-10-22
25716	90460	2015-03-20	2016-03-22
25717	90455	2015-03-20	2016-09-22
25720	89378	2017-07-08	2018-03-22
25720	89379	2017-05-22	2017-06-23
25720	89614	2017-08-07	2018-08-06
25720	89618	2018-04-22	2018-07-22
25720	90458	2016-04-07	2017-05-07
25720	90461	2015-03-20	2016-03-22
25721	89361	2017-05-22	2017-07-22
25721	90437	2016-02-07	2017-05-07
25721	90468	2015-03-20	2016-01-22
25722	90469	2015-03-20	2016-01-22
25723	90444	2016-02-07	2016-12-22
25723	90470	2015-04-08	2016-01-22
25723	90472	2015-03-20	2015-03-20
25724	90471	2015-04-08	2015-10-22
25725	91420	2017-05-22	2018-10-22
25725	91432	2016-04-07	2017-05-07
25725	91448	2017-04-22	2018-10-22
25725	91452	2016-06-13	2017-04-07
25725	91477	2015-06-08	2016-03-22
25725	91486	2015-03-20	2015-04-08
25726	91429	2017-05-22	2018-04-07
25726	91439	2016-06-13	2017-05-07
25726	91440	2016-04-07	2016-04-07
25726	91451	2017-04-22	2018-05-07
25726	91453	2016-06-13	2017-04-07
25726	91478	2015-06-08	2016-03-22
25726	91487	2015-03-20	2015-04-08
25727	90774	2016-06-13	2018-10-22
25728	91435	2016-04-07	2016-04-07
25729	91434	2016-04-07	2017-05-07
25729	91480	2015-06-08	2016-03-22
25730	91484	2015-06-08	2016-02-07
25730	91488	2015-03-20	2015-04-08
25731	91421	2017-05-22	2018-10-22
25731	91433	2016-04-07	2017-05-07
25731	91449	2017-04-22	2018-10-22
25731	91454	2016-06-13	2017-04-07
25731	91479	2015-06-08	2016-03-22
25731	91489	2015-03-20	2015-04-08
25732	91423	2017-05-22	2018-10-22
25732	91436	2016-04-07	2017-05-07
25732	91481	2015-06-08	2016-03-22
25732	91490	2015-03-20	2015-04-08
25733	91430	2017-05-22	2018-04-07
25733	91437	2016-04-07	2017-05-07
25733	91482	2015-06-08	2016-03-22
25733	91491	2015-03-20	2015-04-08
25734	91415	2016-04-07	2017-03-22
25734	91494	2015-04-08	2016-01-22
25734	91496	2016-02-07	2016-03-22
25734	91498	2015-03-20	2015-03-20
25735	91396	2015-03-20	2015-03-20
25735	91410	2017-04-07	2018-10-22
25735	91414	2016-04-07	2017-03-22
25735	91493	2015-04-08	2016-01-22
25735	91495	2016-02-07	2016-03-22
25735	91499	2015-03-20	2015-03-20
25736	91272	2018-07-22	2018-10-22
25736	91276	2018-06-07	2018-07-07
25736	91280	2018-04-22	2018-05-23
25736	91285	2018-04-07	2018-04-07
25736	91409	2017-04-07	2018-03-22
25736	91417	2016-04-07	2017-03-22
25736	91494	2016-02-07	2016-03-22
25736	91497	2015-04-08	2016-01-22
25736	91500	2015-03-20	2015-03-20
25737	91461	2017-07-07	2018-05-07
25737	91468	2016-04-07	2017-06-22
25737	91502	2015-03-20	2016-03-22
25738	91469	2016-04-07	2016-04-07
25738	91505	2016-02-07	2016-03-22
25738	91510	2015-04-08	2016-01-22
25738	91512	2015-03-20	2015-03-20
25739	91464	2017-07-07	2018-05-07
25739	91471	2016-04-07	2017-06-22
25739	91506	2016-02-07	2016-03-22
25739	91509	2015-03-20	2016-01-22
25740	91511	2015-03-20	2015-07-22
25741	91466	2017-07-07	2018-04-07
25741	91472	2016-04-07	2017-06-22
25741	91503	2015-03-20	2016-03-22
25742	91465	2017-07-07	2018-05-07
25742	91508	2016-02-07	2016-03-22
25743	91467	2017-07-07	2018-03-07
25743	91474	2016-04-07	2017-06-22
25744	91473	2016-04-07	2016-09-22
25744	91504	2015-03-20	2016-01-22
25745	90635	2015-03-20	2015-04-08
25745	91186	2015-06-08	2018-03-07
25746	90637	2016-02-07	2018-10-22
25746	90639	2015-03-20	2016-01-22
25746	90640	2016-04-07	2016-04-07
25747	90636	2016-02-07	2017-10-22
25748	90641	2016-04-07	2016-04-07
25750	90642	2016-04-07	2016-04-07
25752	90644	2015-03-20	2018-08-22
25752	90648	2015-04-08	2017-03-22
25753	90645	2017-04-07	2018-10-22
25753	90647	2015-03-20	2015-03-20
25753	90649	2016-02-07	2017-03-22
25753	90650	2015-04-08	2016-01-22
25754	90644	2018-09-07	2018-10-22
25754	90646	2017-04-07	2018-08-22
25755	90652	2016-04-07	2017-03-22
25755	90654	2015-03-20	2015-03-20
25755	90657	2015-04-08	2016-01-22
25755	90660	2016-02-07	2016-03-22
25755	90693	2016-02-07	2016-03-22
25755	90694	2015-03-20	2016-01-22
25756	90652	2015-03-20	2015-03-20
25756	90656	2015-04-08	2016-03-22
25756	90677	2017-04-07	2018-10-22
25756	90684	2016-04-07	2017-03-22
25757	90653	2015-03-20	2015-03-20
25757	90658	2015-04-08	2016-01-22
25757	90678	2017-04-07	2018-10-22
25757	90686	2016-04-07	2017-03-22
25759	90655	2015-03-20	2015-03-20
25759	90659	2015-04-08	2015-09-22
25761	90654	2016-04-07	2017-03-22
25762	90679	2017-04-07	2018-03-22
25762	90685	2016-04-07	2017-03-22
25764	90653	2016-04-07	2018-10-22
25764	90658	2017-04-07	2018-01-22
25765	90662	2016-02-07	2018-10-22
25765	90668	2015-03-20	2016-01-22
25766	90663	2016-02-07	2018-10-22
25766	90669	2015-03-20	2016-01-22
25767	90670	2015-03-20	2016-01-22
25768	90665	2017-04-07	2018-10-22
25768	90666	2016-02-07	2017-03-22
25768	90671	2015-03-20	2016-01-22
25769	90710	2015-03-20	2018-10-22
25769	90766	2016-06-13	2018-10-22
25769	90779	2015-03-20	2016-04-07
25770	90767	2016-06-13	2018-03-22
25770	90771	2018-04-07	2018-10-22
25770	90782	2015-03-20	2015-10-22
25770	90783	2016-02-07	2016-04-07
25771	90780	2015-03-20	2015-06-08
25772	90769	2016-06-13	2018-10-22
25772	90781	2016-02-07	2016-04-07
25772	90784	2015-03-20	2016-01-22
25774	90743	2017-04-22	2018-10-22
25774	90770	2016-06-13	2017-03-22
25774	90782	2016-02-07	2016-04-07
25775	90768	2017-04-07	2018-10-22
25775	90781	2015-03-20	2016-01-07
25777	90780	2016-02-07	2016-03-22
25779	90698	2015-03-20	2016-05-22
25780	90699	2016-02-07	2018-10-22
25780	90703	2015-03-20	2016-01-22
25781	90706	2015-03-20	2016-01-22
25782	90704	2018-04-07	2018-10-22
25783	90703	2016-04-08	2018-10-22
25786	90706	2016-02-07	2016-03-22
25786	90707	2015-03-20	2016-01-22
25786	90736	2017-04-22	2018-10-22
25786	90752	2016-04-07	2017-04-07
25788	90699	2015-03-20	2016-01-22
25788	90700	2016-02-07	2018-10-22
25791	90782	2015-10-22	2016-01-22
25791	90788	2015-04-08	2015-10-07
25791	90796	2015-03-20	2015-03-20
25792	90725	2017-04-07	2018-10-22
25792	90789	2015-04-08	2016-03-22
25792	90797	2015-03-20	2015-03-20
25793	90727	2017-04-07	2018-10-22
25793	90753	2016-04-07	2017-03-22
25793	90791	2016-02-07	2016-03-22
25793	90798	2015-03-20	2015-03-20
25794	90799	2015-03-20	2015-03-20
25795	90735	2017-04-22	2018-10-22
25795	90800	2015-03-20	2015-03-20
25796	90801	2015-03-20	2015-03-20
25797	90721	2016-04-07	2017-03-22
25797	90790	2016-02-07	2016-03-22
25797	90794	2015-04-08	2016-01-22
25797	90802	2015-03-20	2015-03-20
25798	90803	2015-03-20	2015-03-20
25799	90804	2015-03-20	2015-03-20
25800	90805	2015-03-20	2015-03-20
25801	90806	2015-03-20	2015-03-20
25802	90807	2015-03-20	2015-03-20
25803	90808	2015-03-20	2015-03-20
25804	90682	2017-04-07	2018-03-22
25804	90687	2016-04-07	2017-03-22
25804	90809	2015-03-20	2015-03-20
25805	90730	2017-04-07	2018-10-22
25805	90810	2015-03-20	2015-03-20
25806	90737	2018-07-07	2018-09-22
25806	90739	2017-04-22	2018-06-22
25806	90811	2015-03-20	2015-03-20
25807	90729	2017-04-07	2017-12-22
25807	90754	2016-08-07	2017-03-22
25807	90759	2016-04-07	2016-07-22
25807	90812	2015-03-20	2015-03-20
25808	90739	2018-07-07	2018-09-22
25808	90746	2017-04-22	2018-10-22
25808	90813	2015-03-20	2015-03-20
25809	90734	2017-04-22	2018-10-22
25809	90814	2015-03-20	2015-03-20
25810	90815	2015-03-20	2015-03-20
25811	90737	2017-04-22	2018-06-22
25811	90816	2015-03-20	2015-03-20
25812	90732	2017-04-22	2018-10-22
25812	90756	2016-08-07	2017-03-22
25812	90758	2016-04-07	2016-07-22
25812	90763	2017-04-07	2017-04-07
25812	90817	2015-03-20	2015-03-20
25813	90818	2015-03-20	2015-03-20
25814	90819	2015-03-20	2015-03-20
25815	90723	2017-04-07	2018-10-22
25815	90820	2015-03-20	2015-03-20
25816	90821	2015-03-20	2015-03-20
25817	90775	2016-06-13	2018-10-22
25817	90792	2016-02-07	2016-03-22
25817	90822	2015-03-20	2015-03-20
25818	90823	2015-03-20	2015-03-20
25820	90712	2016-06-13	2018-10-22
25820	90713	2015-03-20	2016-04-07
25822	90711	2015-03-20	2018-10-22
25824	90846	2015-03-20	2016-01-22
25824	90848	2016-02-07	2018-05-23
25825	90846	2016-02-07	2017-03-22
25825	90850	2015-03-20	2016-01-22
25826	90853	2015-03-20	2016-04-07
25826	90854	2016-06-13	2018-10-22
25828	90847	2015-03-20	2018-10-22
25829	90850	2016-04-07	2018-08-07
25831	90835	2015-09-07	2015-11-22
25832	90852	2015-03-20	2018-10-22
25834	90853	2016-04-07	2018-10-22
25834	90855	2015-03-20	2016-01-22
25836	90868	2015-03-20	2016-04-07
25836	90913	2015-03-20	2016-04-07
25837	90870	2015-03-20	2016-01-22
25838	90869	2015-03-20	2015-07-22
25839	90866	2016-06-13	2016-10-07
25842	90906	2015-03-20	2016-03-22
25842	90909	2016-04-07	2016-04-07
25842	90919	2015-03-20	2016-04-07
25843	90863	2016-06-13	2018-03-22
25843	90864	2018-04-07	2018-10-22
25843	90907	2016-02-07	2016-03-22
25843	90908	2015-03-20	2016-01-22
25843	90910	2016-04-07	2016-04-07
25843	90920	2016-02-07	2016-04-07
25843	90921	2015-03-20	2016-01-22
25846	90862	2016-06-13	2018-10-22
25846	90914	2015-03-20	2016-04-07
25851	90877	2018-04-07	2018-08-22
25851	90878	2015-03-20	2018-03-22
25851	90924	2015-07-22	2016-04-07
25852	90873	2015-03-20	2018-10-22
25854	90880	2016-02-07	2016-04-07
25855	90875	2018-04-07	2018-10-22
25855	90879	2017-04-07	2018-03-22
25858	90757	2016-04-07	2016-07-22
25858	90937	2015-07-22	2016-03-22
25858	90943	2015-03-20	2015-06-08
25859	90726	2017-04-07	2018-03-22
25859	90938	2015-07-22	2016-03-22
25859	90944	2015-03-20	2015-06-08
25860	90749	2017-04-07	2018-06-07
25860	90940	2016-02-07	2016-03-22
25860	90941	2015-07-22	2016-01-22
25860	90945	2015-03-20	2015-06-08
25862	90939	2015-07-22	2016-03-22
25863	90741	2017-04-22	2018-10-22
25864	90728	2017-04-07	2018-10-22
25865	90740	2017-04-22	2018-10-22
25865	90946	2015-03-20	2015-03-20
25867	90887	2015-07-22	2016-04-07
25867	90890	2015-03-20	2015-06-08
25867	90929	2015-07-22	2016-04-07
25867	90934	2015-03-20	2015-06-08
25867	90936	2015-07-22	2016-03-22
25868	90883	2015-07-22	2016-01-22
25868	90884	2016-02-07	2016-04-07
25868	90891	2015-03-20	2015-06-08
25868	90902	2016-06-13	2016-06-13
25868	90930	2016-02-07	2016-04-07
25868	90932	2015-07-22	2016-01-22
25872	90681	2017-04-07	2018-10-22
25872	90690	2016-04-07	2017-03-22
25872	91027	2016-02-22	2016-03-22
25872	91030	2015-04-08	2016-02-07
25872	91032	2015-03-20	2015-03-20
25873	90676	2017-04-07	2018-10-22
25873	90689	2016-04-07	2017-03-22
25873	91026	2015-04-08	2016-01-22
25873	91028	2016-02-07	2016-03-22
25873	91033	2015-03-20	2015-03-20
25874	90680	2017-04-07	2018-10-22
25874	91027	2015-04-08	2016-02-22
25874	91034	2015-03-20	2015-03-20
25875	91035	2015-03-20	2015-03-20
25876	90691	2016-04-07	2017-03-22
25876	91036	2015-03-20	2015-03-20
25877	90950	2015-03-20	2015-04-08
25877	90952	2016-02-07	2016-09-22
25877	91025	2015-04-08	2016-03-22
25877	91037	2015-03-20	2015-03-20
25878	91029	2016-02-07	2016-03-22
25878	91031	2015-04-08	2016-01-22
25878	91038	2015-03-20	2015-03-20
25880	90953	2018-06-07	2018-10-22
25880	90955	2015-03-20	2016-03-22
25880	90979	2016-02-07	2016-03-22
25880	90980	2015-04-08	2016-01-22
25881	90951	2016-02-07	2016-09-22
25886	90951	2016-09-22	2018-10-22
25888	90954	2015-03-20	2016-09-22
25889	90957	2015-03-20	2015-03-20
25889	90994	2015-04-08	2016-01-22
25889	91002	2016-08-07	2016-08-29
25891	90982	2015-04-08	2015-07-22
25891	91040	2015-03-20	2015-03-20
25893	91042	2015-03-20	2015-03-20
25894	91043	2015-03-20	2015-03-20
25895	91044	2015-03-20	2015-03-20
25896	90965	2016-04-07	2018-10-22
25896	90969	2016-09-07	2017-03-22
25896	90974	2015-04-08	2016-03-22
25896	90998	2015-04-08	2015-06-08
25896	91045	2015-03-20	2015-03-20
25898	90984	2015-04-08	2018-10-22
25898	91048	2015-03-20	2015-03-20
25899	90985	2015-04-08	2016-01-22
25899	90987	2016-02-07	2016-03-22
25899	91049	2015-03-20	2015-03-20
25900	90986	2015-04-08	2018-03-22
25900	91050	2015-03-20	2015-03-20
25901	91051	2015-03-20	2015-03-20
25902	91052	2015-03-20	2015-03-20
25903	90997	2015-04-08	2016-03-22
25903	91003	2016-04-07	2016-08-29
25903	91053	2015-03-20	2015-03-20
25904	91054	2015-03-20	2015-03-20
25905	90998	2015-06-08	2016-01-22
25905	90999	2016-02-07	2018-10-22
25905	91001	2016-08-07	2017-03-22
25905	91055	2015-03-20	2015-03-20
25909	90993	2015-04-08	2018-06-07
25909	91060	2015-03-20	2015-03-20
25910	90956	2015-04-08	2016-01-22
25910	91061	2015-03-20	2015-03-20
25911	90996	2016-02-07	2016-04-07
25911	91004	2015-04-08	2016-01-22
25911	91062	2015-03-20	2015-03-20
25912	91063	2015-03-20	2015-03-20
25913	91064	2015-03-20	2015-03-20
25914	91065	2015-03-20	2015-03-20
25915	91066	2015-03-20	2015-03-20
25917	91069	2015-03-20	2015-03-20
25918	91070	2015-03-20	2015-03-20
25919	91071	2015-03-20	2015-03-20
25920	91072	2015-03-20	2015-03-20
25921	91073	2015-03-20	2015-03-20
25922	91074	2015-03-20	2015-03-20
25923	91075	2015-03-20	2015-03-20
25924	91076	2015-03-20	2015-03-20
25925	90966	2016-06-13	2016-07-22
25925	90968	2016-08-07	2017-03-22
25925	91077	2015-03-20	2015-03-20
25926	90995	2015-04-08	2018-10-22
25926	91078	2015-03-20	2015-03-20
25927	91081	2015-03-20	2018-10-22
25927	91087	2016-06-13	2018-06-22
25927	91093	2015-09-07	2016-04-07
25928	91082	2015-03-20	2015-07-22
25928	91083	2018-07-07	2018-10-22
25929	91085	2015-03-20	2015-03-20
25929	91088	2016-06-13	2018-06-22
25929	91094	2016-02-07	2016-04-07
25929	91095	2015-09-07	2016-01-22
25930	91090	2016-06-13	2018-06-22
25930	91096	2015-09-07	2016-01-22
25931	91084	2018-07-07	2018-10-22
25931	91089	2018-04-07	2018-06-22
25933	91091	2016-06-13	2017-03-22
25934	91120	2018-04-07	2018-10-22
25934	91123	2016-06-13	2018-03-22
25934	91166	2015-03-20	2016-04-07
25935	91117	2016-06-13	2018-10-22
25935	91167	2015-03-20	2016-04-07
25936	91115	2016-02-07	2018-10-22
25936	91116	2015-09-07	2016-01-22
25936	91168	2015-03-20	2015-07-22
25938	91142	2016-06-13	2018-03-22
25938	91143	2018-04-07	2018-10-22
25938	91148	2016-02-07	2016-04-07
25938	91149	2015-09-07	2016-01-22
25938	91170	2015-03-20	2015-07-22
25940	91099	2016-02-07	2018-10-22
25940	91110	2015-03-20	2016-01-22
25940	91133	2015-03-20	2016-04-07
25941	91092	2015-09-07	2016-04-07
25941	91100	2016-02-07	2018-10-22
25941	91107	2015-03-20	2015-03-20
25941	91111	2015-04-08	2016-01-22
25942	91108	2016-02-07	2017-09-07
25943	91101	2016-02-07	2016-03-22
25943	91106	2015-03-20	2016-01-22
25943	91107	2016-06-13	2018-07-07
25943	91112	2016-04-07	2016-04-07
25944	91109	2016-02-07	2016-04-07
25947	91128	2018-07-07	2018-10-22
25947	91132	2016-06-13	2018-06-22
25947	91134	2015-10-07	2016-04-07
25948	91105	2018-04-07	2018-10-22
25949	91114	2015-03-20	2016-06-13
25949	91122	2016-06-13	2018-06-22
25950	90882	2015-07-22	2018-10-22
25950	90892	2015-04-08	2015-06-08
25950	90897	2016-02-07	2018-10-22
25950	90898	2015-07-22	2016-01-22
25950	90928	2015-07-22	2016-04-07
25950	91124	2015-03-20	2015-07-22
25950	91138	2015-03-20	2015-07-22
25951	91115	2015-03-20	2015-07-22
25951	91119	2017-06-23	2018-10-22
25952	91116	2015-03-20	2015-07-22
25952	91141	2016-06-13	2018-10-22
25952	91147	2015-09-07	2016-01-22
25952	91174	2015-03-20	2015-07-22
25953	91140	2015-09-07	2017-05-22
25953	91144	2016-06-13	2018-06-22
25953	91172	2015-03-20	2015-07-22
25954	91145	2016-06-13	2017-06-23
25954	91146	2015-09-07	2016-03-22
25954	91150	2016-04-07	2016-04-07
25954	91173	2015-03-20	2015-07-22
25956	91175	2015-03-20	2015-07-22
25960	91126	2018-07-07	2018-10-22
25960	91130	2016-06-13	2018-06-22
25960	91135	2016-02-07	2016-04-07
25960	91137	2015-03-20	2016-01-22
25962	91134	2015-03-20	2015-10-07
25963	91127	2018-07-07	2018-10-22
25963	91131	2016-06-13	2018-06-22
25963	91136	2016-02-07	2016-04-07
25964	91102	2017-04-07	2018-10-22
25964	91159	2016-06-13	2017-03-22
25964	91161	2016-02-07	2016-04-07
25964	91163	2015-03-20	2016-01-22
